Key,english,french
dhsMagFarmCookDesc,Un magazine de Cuisinier. Le lire octroie 1 point de classe Cuisinier à dépenser dans l'arbre Cuisinier. Utile uniquement à cette classe.,Un magazine de Cuisinier. Le lire octroie 1 point de classe Cuisinier à dépenser dans l'arbre Cuisinier. Utile uniquement à cette classe.
dhsSkillClassFarmCookClubName,Cuisinier — Gourdin,Cuisinier — Gourdin
dhsSkillClassFarmCookClubDesc,Sous-branche Cuisinier : Gourdin.,Sous-branche Cuisinier : Gourdin.
dhsPerkFarmCookDmgName,Dégâts,Dégâts
dhsPerkFarmCookDmgDesc,Augmente les dégâts au gourdin.,Augmente les dégâts au gourdin.
dhsPerkFarmCookDmgR1,Dégâts,Dégâts
dhsPerkFarmCookDmgR1Long,Niveau 1 : +8 %. Augmente les dégâts au gourdin.,Niveau 1 : +8 %. Augmente les dégâts au gourdin.
dhsPerkFarmCookDmgR2,Dégâts,Dégâts
dhsPerkFarmCookDmgR2Long,Niveau 2 : +16 %. Augmente les dégâts au gourdin.,Niveau 2 : +16 %. Augmente les dégâts au gourdin.
dhsPerkFarmCookDmgR3,Dégâts,Dégâts
dhsPerkFarmCookDmgR3Long,Niveau 3 : +24 %. Augmente les dégâts au gourdin.,Niveau 3 : +24 %. Augmente les dégâts au gourdin.
dhsPerkFarmCookDmgR4,Dégâts,Dégâts
dhsPerkFarmCookDmgR4Long,Niveau 4 : +32 %. Augmente les dégâts au gourdin.,Niveau 4 : +32 %. Augmente les dégâts au gourdin.
dhsPerkFarmCookDmgR5,Dégâts,Dégâts
dhsPerkFarmCookDmgR5Long,Niveau 5 : +40 %. Augmente les dégâts au gourdin.,Niveau 5 : +40 %. Augmente les dégâts au gourdin.
dhsPerkFarmCookHandName,Maniement,Maniement
dhsPerkFarmCookHandDesc,Améliore la prise en main du gourdin : attaques plus vives.,Améliore la prise en main du gourdin : attaques plus vives.
dhsPerkFarmCookHandR1,Maniement,Maniement
dhsPerkFarmCookHandR1Long,Niveau 1 : +10 %. Améliore la prise en main du gourdin : attaques plus vives.,Niveau 1 : +10 %. Améliore la prise en main du gourdin : attaques plus vives.
dhsPerkFarmCookHandR2,Maniement,Maniement
dhsPerkFarmCookHandR2Long,Niveau 2 : +20 %. Améliore la prise en main du gourdin : attaques plus vives.,Niveau 2 : +20 %. Améliore la prise en main du gourdin : attaques plus vives.
dhsPerkFarmCookHandR3,Maniement,Maniement
dhsPerkFarmCookHandR3Long,Niveau 3 : +30 %. Améliore la prise en main du gourdin : attaques plus vives.,Niveau 3 : +30 %. Améliore la prise en main du gourdin : attaques plus vives.
dhsPerkFarmCookHandR4,Maniement,Maniement
dhsPerkFarmCookHandR4Long,Niveau 4 : +40 %. Améliore la prise en main du gourdin : attaques plus vives.,Niveau 4 : +40 %. Améliore la prise en main du gourdin : attaques plus vives.
dhsPerkFarmCookHandR5,Maniement,Maniement
dhsPerkFarmCookHandR5Long,Niveau 5 : +50 %. Améliore la prise en main du gourdin : attaques plus vives.,Niveau 5 : +50 %. Améliore la prise en main du gourdin : attaques plus vives.
dhsPerkFarmCookDismemberName,Attendrisseur,Attendrisseur
dhsPerkFarmCookDismemberDesc,Augmente le démembrement au gourdin.,Augmente le démembrement au gourdin.
dhsPerkFarmCookDismemberR1,Attendrisseur,Attendrisseur
dhsPerkFarmCookDismemberR1Long,Niveau 1 : +5 %. Augmente le démembrement au gourdin.,Niveau 1 : +5 %. Augmente le démembrement au gourdin.
dhsPerkFarmCookDismemberR2,Attendrisseur,Attendrisseur
dhsPerkFarmCookDismemberR2Long,Niveau 2 : +10 %. Augmente le démembrement au gourdin.,Niveau 2 : +10 %. Augmente le démembrement au gourdin.
dhsPerkFarmCookDismemberR3,Attendrisseur,Attendrisseur
dhsPerkFarmCookDismemberR3Long,Niveau 3 : +15 %. Augmente le démembrement au gourdin.,Niveau 3 : +15 %. Augmente le démembrement au gourdin.
dhsPerkFarmCookDismemberR4,Attendrisseur,Attendrisseur
dhsPerkFarmCookDismemberR4Long,Niveau 4 : +20 %. Augmente le démembrement au gourdin.,Niveau 4 : +20 %. Augmente le démembrement au gourdin.
dhsPerkFarmCookDismemberR5,Attendrisseur,Attendrisseur
dhsPerkFarmCookDismemberR5Long,Niveau 5 : +25 %. Augmente le démembrement au gourdin.,Niveau 5 : +25 %. Augmente le démembrement au gourdin.
dhsPerkFarmCookStamName,Conditionnement,Conditionnement
dhsPerkFarmCookStamDesc,Réduit l'endurance dépensée en attaquant.,Réduit l'endurance dépensée en attaquant.
dhsPerkFarmCookStamR1,Conditionnement,Conditionnement
dhsPerkFarmCookStamR1Long,Niveau 1 : -6 %. Réduit l'endurance dépensée en attaquant.,Niveau 1 : -6 %. Réduit l'endurance dépensée en attaquant.
dhsPerkFarmCookStamR2,Conditionnement,Conditionnement
dhsPerkFarmCookStamR2Long,Niveau 2 : -12 %. Réduit l'endurance dépensée en attaquant.,Niveau 2 : -12 %. Réduit l'endurance dépensée en attaquant.
dhsPerkFarmCookStamR3,Conditionnement,Conditionnement
dhsPerkFarmCookStamR3Long,Niveau 3 : -18 %. Réduit l'endurance dépensée en attaquant.,Niveau 3 : -18 %. Réduit l'endurance dépensée en attaquant.
dhsPerkFarmCookStamR4,Conditionnement,Conditionnement
dhsPerkFarmCookStamR4Long,Niveau 4 : -24 %. Réduit l'endurance dépensée en attaquant.,Niveau 4 : -24 %. Réduit l'endurance dépensée en attaquant.
dhsPerkFarmCookStamR5,Conditionnement,Conditionnement
dhsPerkFarmCookStamR5Long,Niveau 5 : -30 %. Réduit l'endurance dépensée en attaquant.,Niveau 5 : -30 %. Réduit l'endurance dépensée en attaquant.
dhsPerkFarmCookBlockName,Massue,Massue
dhsPerkFarmCookBlockDesc,Augmente les dégâts aux blocs au gourdin.,Augmente les dégâts aux blocs au gourdin.
dhsPerkFarmCookBlockR1,Massue,Massue
dhsPerkFarmCookBlockR1Long,Niveau 1 : +10 %. Augmente les dégâts aux blocs au gourdin.,Niveau 1 : +10 %. Augmente les dégâts aux blocs au gourdin.
dhsPerkFarmCookBlockR2,Massue,Massue
dhsPerkFarmCookBlockR2Long,Niveau 2 : +20 %. Augmente les dégâts aux blocs au gourdin.,Niveau 2 : +20 %. Augmente les dégâts aux blocs au gourdin.
dhsPerkFarmCookBlockR3,Massue,Massue
dhsPerkFarmCookBlockR3Long,Niveau 3 : +30 %. Augmente les dégâts aux blocs au gourdin.,Niveau 3 : +30 %. Augmente les dégâts aux blocs au gourdin.
dhsPerkFarmCookBlockR4,Massue,Massue
dhsPerkFarmCookBlockR4Long,Niveau 4 : +40 %. Augmente les dégâts aux blocs au gourdin.,Niveau 4 : +40 %. Augmente les dégâts aux blocs au gourdin.
dhsPerkFarmCookBlockR5,Massue,Massue
dhsPerkFarmCookBlockR5Long,Niveau 5 : +50 %. Augmente les dégâts aux blocs au gourdin.,Niveau 5 : +50 %. Augmente les dégâts aux blocs au gourdin.
dhsPerkFarmCookArmorName,Broyeur d'armure,Broyeur d'armure
dhsPerkFarmCookArmorDesc,Les coups ignorent davantage l'armure.,Les coups ignorent davantage l'armure.
dhsPerkFarmCookArmorR1,Broyeur d'armure,Broyeur d'armure
dhsPerkFarmCookArmorR1Long,Niveau 1 : -6 %. Les coups ignorent davantage l'armure.,Niveau 1 : -6 %. Les coups ignorent davantage l'armure.
dhsPerkFarmCookArmorR2,Broyeur d'armure,Broyeur d'armure
dhsPerkFarmCookArmorR2Long,Niveau 2 : -12 %. Les coups ignorent davantage l'armure.,Niveau 2 : -12 %. Les coups ignorent davantage l'armure.
dhsPerkFarmCookArmorR3,Broyeur d'armure,Broyeur d'armure
dhsPerkFarmCookArmorR3Long,Niveau 3 : -18 %. Les coups ignorent davantage l'armure.,Niveau 3 : -18 %. Les coups ignorent davantage l'armure.
dhsPerkFarmCookArmorR4,Broyeur d'armure,Broyeur d'armure
dhsPerkFarmCookArmorR4Long,Niveau 4 : -24 %. Les coups ignorent davantage l'armure.,Niveau 4 : -24 %. Les coups ignorent davantage l'armure.
dhsPerkFarmCookArmorR5,Broyeur d'armure,Broyeur d'armure
dhsPerkFarmCookArmorR5Long,Niveau 5 : -30 %. Les coups ignorent davantage l'armure.,Niveau 5 : -30 %. Les coups ignorent davantage l'armure.
dhsSkillClassFarmCookKitchenName,Cuisinier — Cuisine,Cuisinier — Cuisine
dhsSkillClassFarmCookKitchenDesc,Sous-branche Cuisinier : Cuisine.,Sous-branche Cuisinier : Cuisine.
dhsPerkFarmCookFastCookName,Marmiton,Marmiton
dhsPerkFarmCookFastCookDesc,Cuisine vos recettes de Cuisinier plus vite.,Cuisine vos recettes de Cuisinier plus vite.
dhsPerkFarmCookFastCookR1,Marmiton,Marmiton
dhsPerkFarmCookFastCookR1Long,Niveau 1 : -10 %. Cuisine vos recettes de Cuisinier plus vite.,Niveau 1 : -10 %. Cuisine vos recettes de Cuisinier plus vite.
dhsPerkFarmCookFastCookR2,Marmiton,Marmiton
dhsPerkFarmCookFastCookR2Long,Niveau 2 : -20 %. Cuisine vos recettes de Cuisinier plus vite.,Niveau 2 : -20 %. Cuisine vos recettes de Cuisinier plus vite.
dhsPerkFarmCookFastCookR3,Marmiton,Marmiton
dhsPerkFarmCookFastCookR3Long,Niveau 3 : -30 %. Cuisine vos recettes de Cuisinier plus vite.,Niveau 3 : -30 %. Cuisine vos recettes de Cuisinier plus vite.
dhsPerkFarmCookFastCookR4,Marmiton,Marmiton
dhsPerkFarmCookFastCookR4Long,Niveau 4 : -40 %. Cuisine vos recettes de Cuisinier plus vite.,Niveau 4 : -40 %. Cuisine vos recettes de Cuisinier plus vite.
dhsPerkFarmCookFastCookR5,Marmiton,Marmiton
dhsPerkFarmCookFastCookR5Long,Niveau 5 : -50 %. Cuisine vos recettes de Cuisinier plus vite.,Niveau 5 : -50 %. Cuisine vos recettes de Cuisinier plus vite.
dhsPerkFarmCookFeastName,Cuisine du chef,Cuisine du chef
dhsPerkFarmCookFeastDesc,Débloque la cuisson du Festin d'équipe : un plat qui buff les alliés proches.,Débloque la cuisson du Festin d'équipe : un plat qui buff les alliés proches.
dhsPerkFarmCookFeastR1,Cuisine du chef,Cuisine du chef
dhsPerkFarmCookFeastR1Long,Débloque la cuisson du Festin d'équipe : un plat qui buff les alliés proches.,Débloque la cuisson du Festin d'équipe : un plat qui buff les alliés proches.
dhsPerkFarmCookTonicName,Mixologie,Mixologie
dhsPerkFarmCookTonicDesc,Débloque la préparation du Tonique du chef : une boisson d'endurance partagée.,Débloque la préparation du Tonique du chef : une boisson d'endurance partagée.
dhsPerkFarmCookTonicR1,Mixologie,Mixologie
dhsPerkFarmCookTonicR1Long,Débloque la préparation du Tonique du chef : une boisson d'endurance partagée.,Débloque la préparation du Tonique du chef : une boisson d'endurance partagée.
dhsPerkFarmCookGrandName,Grand chef,Grand chef
dhsPerkFarmCookGrandDesc,Débloque la cuisson du Grand festin : un repas d'équipe renforcé.,Débloque la cuisson du Grand festin : un repas d'équipe renforcé.
dhsPerkFarmCookGrandR1,Grand chef,Grand chef
dhsPerkFarmCookGrandR1Long,Débloque la cuisson du Grand festin : un repas d'équipe renforcé.,Débloque la cuisson du Grand festin : un repas d'équipe renforcé.
dhsPerkFarmCookButcherName,Boucher,Boucher
dhsPerkFarmCookButcherDesc,Récolte plus de viande sur les animaux.,Récolte plus de viande sur les animaux.
dhsPerkFarmCookButcherR1,Boucher,Boucher
dhsPerkFarmCookButcherR1Long,Niveau 1 : +10 %. Récolte plus de viande sur les animaux.,Niveau 1 : +10 %. Récolte plus de viande sur les animaux.
dhsPerkFarmCookButcherR2,Boucher,Boucher
dhsPerkFarmCookButcherR2Long,Niveau 2 : +20 %. Récolte plus de viande sur les animaux.,Niveau 2 : +20 %. Récolte plus de viande sur les animaux.
dhsPerkFarmCookButcherR3,Boucher,Boucher
dhsPerkFarmCookButcherR3Long,Niveau 3 : +30 %. Récolte plus de viande sur les animaux.,Niveau 3 : +30 %. Récolte plus de viande sur les animaux.
dhsPerkFarmCookButcherR4,Boucher,Boucher
dhsPerkFarmCookButcherR4Long,Niveau 4 : +40 %. Récolte plus de viande sur les animaux.,Niveau 4 : +40 %. Récolte plus de viande sur les animaux.
dhsPerkFarmCookButcherR5,Boucher,Boucher
dhsPerkFarmCookButcherR5Long,Niveau 5 : +50 %. Récolte plus de viande sur les animaux.,Niveau 5 : +50 %. Récolte plus de viande sur les animaux.
dhsPerkFarmCookPantryName,Garde-manger,Garde-manger
dhsPerkFarmCookPantryDesc,Ajoute des emplacements pour transporter vos provisions.,Ajoute des emplacements pour transporter vos provisions.
dhsPerkFarmCookPantryR1,Garde-manger,Garde-manger
dhsPerkFarmCookPantryR1Long,Niveau 1 : +2. Ajoute des emplacements pour transporter vos provisions.,Niveau 1 : +2. Ajoute des emplacements pour transporter vos provisions.
dhsPerkFarmCookPantryR2,Garde-manger,Garde-manger
dhsPerkFarmCookPantryR2Long,Niveau 2 : +4. Ajoute des emplacements pour transporter vos provisions.,Niveau 2 : +4. Ajoute des emplacements pour transporter vos provisions.
dhsPerkFarmCookPantryR3,Garde-manger,Garde-manger
dhsPerkFarmCookPantryR3Long,Niveau 3 : +6. Ajoute des emplacements pour transporter vos provisions.,Niveau 3 : +6. Ajoute des emplacements pour transporter vos provisions.
dhsPerkFarmCookPantryR4,Garde-manger,Garde-manger
dhsPerkFarmCookPantryR4Long,Niveau 4 : +8. Ajoute des emplacements pour transporter vos provisions.,Niveau 4 : +8. Ajoute des emplacements pour transporter vos provisions.
dhsPerkFarmCookPantryR5,Garde-manger,Garde-manger
dhsPerkFarmCookPantryR5Long,Niveau 5 : +10. Ajoute des emplacements pour transporter vos provisions.,Niveau 5 : +10. Ajoute des emplacements pour transporter vos provisions.
dhsSkillClassFarmCookSupportName,Cuisinier — Maison & équipe,Cuisinier — Maison & équipe
dhsSkillClassFarmCookSupportDesc,Sous-branche Cuisinier : Maison & équipe.,Sous-branche Cuisinier : Maison & équipe.
dhsPerkFarmCookProvisionName,Intendance,Intendance
dhsPerkFarmCookProvisionDesc,Récupère davantage de butin.,Récupère davantage de butin.
dhsPerkFarmCookProvisionR1,Intendance,Intendance
dhsPerkFarmCookProvisionR1Long,Niveau 1 : +4 %. Récupère davantage de butin.,Niveau 1 : +4 %. Récupère davantage de butin.
dhsPerkFarmCookProvisionR2,Intendance,Intendance
dhsPerkFarmCookProvisionR2Long,Niveau 2 : +8 %. Récupère davantage de butin.,Niveau 2 : +8 %. Récupère davantage de butin.
dhsPerkFarmCookProvisionR3,Intendance,Intendance
dhsPerkFarmCookProvisionR3Long,Niveau 3 : +12 %. Récupère davantage de butin.,Niveau 3 : +12 %. Récupère davantage de butin.
dhsPerkFarmCookProvisionR4,Intendance,Intendance
dhsPerkFarmCookProvisionR4Long,Niveau 4 : +16 %. Récupère davantage de butin.,Niveau 4 : +16 %. Récupère davantage de butin.
dhsPerkFarmCookProvisionR5,Intendance,Intendance
dhsPerkFarmCookProvisionR5Long,Niveau 5 : +20 %. Récupère davantage de butin.,Niveau 5 : +20 %. Récupère davantage de butin.
dhsPerkFarmCookTradeName,Restaurateur,Restaurateur
dhsPerkFarmCookTradeDesc,Améliore les prix de vente chez les marchands.,Améliore les prix de vente chez les marchands.
dhsPerkFarmCookTradeR1,Restaurateur,Restaurateur
dhsPerkFarmCookTradeR1Long,Niveau 1 : +2. Améliore les prix de vente chez les marchands.,Niveau 1 : +2. Améliore les prix de vente chez les marchands.
dhsPerkFarmCookTradeR2,Restaurateur,Restaurateur
dhsPerkFarmCookTradeR2Long,Niveau 2 : +4. Améliore les prix de vente chez les marchands.,Niveau 2 : +4. Améliore les prix de vente chez les marchands.
dhsPerkFarmCookTradeR3,Restaurateur,Restaurateur
dhsPerkFarmCookTradeR3Long,Niveau 3 : +6. Améliore les prix de vente chez les marchands.,Niveau 3 : +6. Améliore les prix de vente chez les marchands.
dhsPerkFarmCookTradeR4,Restaurateur,Restaurateur
dhsPerkFarmCookTradeR4Long,Niveau 4 : +8. Améliore les prix de vente chez les marchands.,Niveau 4 : +8. Améliore les prix de vente chez les marchands.
dhsPerkFarmCookTradeR5,Restaurateur,Restaurateur
dhsPerkFarmCookTradeR5Long,Niveau 5 : +10. Améliore les prix de vente chez les marchands.,Niveau 5 : +10. Améliore les prix de vente chez les marchands.
dhsPerkFarmCookElemName,Cuistot endurci,Cuistot endurci
dhsPerkFarmCookElemDesc,Réduit les dégâts élémentaires (feu) subis.,Réduit les dégâts élémentaires (feu) subis.
dhsPerkFarmCookElemR1,Cuistot endurci,Cuistot endurci
dhsPerkFarmCookElemR1Long,Niveau 1 : +2. Réduit les dégâts élémentaires (feu) subis.,Niveau 1 : +2. Réduit les dégâts élémentaires (feu) subis.
dhsPerkFarmCookElemR2,Cuistot endurci,Cuistot endurci
dhsPerkFarmCookElemR2Long,Niveau 2 : +4. Réduit les dégâts élémentaires (feu) subis.,Niveau 2 : +4. Réduit les dégâts élémentaires (feu) subis.
dhsPerkFarmCookElemR3,Cuistot endurci,Cuistot endurci
dhsPerkFarmCookElemR3Long,Niveau 3 : +6. Réduit les dégâts élémentaires (feu) subis.,Niveau 3 : +6. Réduit les dégâts élémentaires (feu) subis.
dhsPerkFarmCookElemR4,Cuistot endurci,Cuistot endurci
dhsPerkFarmCookElemR4Long,Niveau 4 : +8. Réduit les dégâts élémentaires (feu) subis.,Niveau 4 : +8. Réduit les dégâts élémentaires (feu) subis.
dhsPerkFarmCookElemR5,Cuistot endurci,Cuistot endurci
dhsPerkFarmCookElemR5Long,Niveau 5 : +10. Réduit les dégâts élémentaires (feu) subis.,Niveau 5 : +10. Réduit les dégâts élémentaires (feu) subis.
dhsPerkFarmCookCalmName,Maître du coup de feu,Maître du coup de feu
dhsPerkFarmCookCalmDesc,Résiste aux effets négatifs.,Résiste aux effets négatifs.
dhsPerkFarmCookCalmR1,Maître du coup de feu,Maître du coup de feu
dhsPerkFarmCookCalmR1Long,Niveau 1 : +1. Résiste aux effets négatifs.,Niveau 1 : +1. Résiste aux effets négatifs.
dhsPerkFarmCookCalmR2,Maître du coup de feu,Maître du coup de feu
dhsPerkFarmCookCalmR2Long,Niveau 2 : +2. Résiste aux effets négatifs.,Niveau 2 : +2. Résiste aux effets négatifs.
dhsPerkFarmCookCalmR3,Maître du coup de feu,Maître du coup de feu
dhsPerkFarmCookCalmR3Long,Niveau 3 : +3. Résiste aux effets négatifs.,Niveau 3 : +3. Résiste aux effets négatifs.
dhsPerkFarmCookCalmR4,Maître du coup de feu,Maître du coup de feu
dhsPerkFarmCookCalmR4Long,Niveau 4 : +4. Résiste aux effets négatifs.,Niveau 4 : +4. Résiste aux effets négatifs.
dhsPerkFarmCookHeatName,Près des fourneaux,Près des fourneaux
dhsPerkFarmCookHeatDesc,Améliore la résistance à la chaleur.,Améliore la résistance à la chaleur.
dhsPerkFarmCookHeatR1,Près des fourneaux,Près des fourneaux
dhsPerkFarmCookHeatR1Long,Niveau 1 : +2. Améliore la résistance à la chaleur.,Niveau 1 : +2. Améliore la résistance à la chaleur.
dhsPerkFarmCookHeatR2,Près des fourneaux,Près des fourneaux
dhsPerkFarmCookHeatR2Long,Niveau 2 : +4. Améliore la résistance à la chaleur.,Niveau 2 : +4. Améliore la résistance à la chaleur.
dhsPerkFarmCookHeatR3,Près des fourneaux,Près des fourneaux
dhsPerkFarmCookHeatR3Long,Niveau 3 : +6. Améliore la résistance à la chaleur.,Niveau 3 : +6. Améliore la résistance à la chaleur.
dhsPerkFarmCookHeatR4,Près des fourneaux,Près des fourneaux
dhsPerkFarmCookHeatR4Long,Niveau 4 : +8. Améliore la résistance à la chaleur.,Niveau 4 : +8. Améliore la résistance à la chaleur.
dhsPerkFarmCookHeatR5,Près des fourneaux,Près des fourneaux
dhsPerkFarmCookHeatR5Long,Niveau 5 : +10. Améliore la résistance à la chaleur.,Niveau 5 : +10. Améliore la résistance à la chaleur.
dhsPerkFarmCookPlateName,Carrure de chef,Carrure de chef
dhsPerkFarmCookPlateDesc,Réduit les dégâts physiques subis.,Réduit les dégâts physiques subis.
dhsPerkFarmCookPlateR1,Carrure de chef,Carrure de chef
dhsPerkFarmCookPlateR1Long,Niveau 1 : +1. Réduit les dégâts physiques subis.,Niveau 1 : +1. Réduit les dégâts physiques subis.
dhsPerkFarmCookPlateR2,Carrure de chef,Carrure de chef
dhsPerkFarmCookPlateR2Long,Niveau 2 : +2. Réduit les dégâts physiques subis.,Niveau 2 : +2. Réduit les dégâts physiques subis.
dhsPerkFarmCookPlateR3,Carrure de chef,Carrure de chef
dhsPerkFarmCookPlateR3Long,Niveau 3 : +3. Réduit les dégâts physiques subis.,Niveau 3 : +3. Réduit les dégâts physiques subis.
dhsPerkFarmCookPlateR4,Carrure de chef,Carrure de chef
dhsPerkFarmCookPlateR4Long,Niveau 4 : +4. Réduit les dégâts physiques subis.,Niveau 4 : +4. Réduit les dégâts physiques subis.
dhsFoodFeast,Festin d'équipe,Festin d'équipe
dhsFoodFeastDesc,Un copieux repas partagé. Vous rassasie et buff les alliés proches. Cuisiné uniquement par les Cuisiniers.,Un copieux repas partagé. Vous rassasie et buff les alliés proches. Cuisiné uniquement par les Cuisiniers.
dhsFoodFeastGrand,Grand festin,Grand festin
dhsFoodFeastGrandDesc,Un banquet partagé fastueux. Nourrit et buff fortement les alliés proches. Cuisiné uniquement par les Cuisiniers.,Un banquet partagé fastueux. Nourrit et buff fortement les alliés proches. Cuisiné uniquement par les Cuisiniers.
dhsDrinkTonic,Tonique du chef,Tonique du chef
dhsDrinkTonicDesc,Un breuvage revigorant. Le boire booste la récupération d'endurance pour vous et les alliés proches.,Un breuvage revigorant. Le boire booste la récupération d'endurance pour vous et les alliés proches.
